23,5,0,0,0,2,1,2,1,0,0,0,14,16,43.651484,60.917679,4,243.670715,0
36,6,0,0,0,7,1.571429,1,4,0,0,0,16,44,122.107496,176,11,1936,0
25,4,0,1,0,0,0,1,0,0,0,0,8,14,27.651484,42,3.5,147,0
25,5,0,0,0,4,1.5,0,2,0,0,0,11,14,31.261125,48.432043,2.916667,141.260128,0
25,4,0,0,0,4,1.5,0,2,0,0,0,12,18,44.0391,64.529325,4.5,290.381963,0
31,5,0,0,0,4,1.5,1,2,0,0,0,10,22,46.053748,73.082418,3.666667,267.968872,0
23,3,0,0,0,0,0,2,0,0,0,0,8,10,19.60964,30,2.5,75,0
32,3,0,0,0,6,1,2,2,0,0,0,13,26,63.615491,96.211433,5.571429,536.035145,0
21,3,0,0,0,3,2.333333,2,1,0,0,0,10,16,35.60964,53.15085,4,212.603398,0
31,8,1,0,0,2,5.5,4,1,0,0,0,10,28,64.912609,93.013987,7,651.097907,0
34,8,0,0,0,6,7.5,2,2,0,0,0,14,32,79.509775,121.835358,6,731.012145,0
20,2,0,0,0,2,1,1,1,0,0,0,11,14,31.261125,48.432043,2.916667,141.260128,0
22,4,0,0,0,0,0,3,0,0,1,0,14,20,52.870765,76.147098,5,380.735492,0
25,3,0,0,0,4,1,0,2,0,0,0,10,16,35.60964,53.15085,4,212.603398,0
24,1,0,0,0,4,2.75,1,2,0,0,0,16,22,57.705232,88,4.277778,376.444435,0
29,2,0,0,0,6,9.333333,2,2,0,0,0,14,28,68.812744,106.605938,5.25,559.681174,0
37,4,0,0,0,6,4.166667,2,4,0,0,0,14,36,90.568425,137.064777,6.75,925.187246,0
37,5,1,0,0,1,1,2,0,0,0,0,12,20,48.729056,71.69925,5,358.49625,0
27,3,0,0,0,3,5,1,1,0,0,0,9,12,23.509775,38.0391,2.4,91.293844,0
33,6,0,0,0,5,1.6,3,2,0,0,0,19,30,87.132684,127.437825,6.75,860.205321,0
34,4,0,0,0,4,1.5,1,2,0,0,0,11,20,44.828921,69.188632,4.166667,288.285957,0
28,4,0,0,0,6,1.666667,1,2,0,0,0,10,18,36.529325,59.794706,3,179.384117,0
21,3,0,0,0,1,1,2,1,0,0,0,14,24,62.671034,91.376518,6,548.259109,0
25,1,0,0,0,4,1.5,2,1,0,1,0,16,24,62.671034,96,4.666667,447.999985,0
23,5,0,0,0,2,1,2,0,0,0,0,14,16,43.651484,60.917679,4,243.670715,0
28,6,0,0,0,4,3.5,2,2,0,0,0,16,32,83.651484,128,6.222222,796.444458,0
23,3,0,0,0,1,1,2,1,0,0,0,16,24,67.01955,96,6,576,0
15,4,1,0,0,0,0,0,0,0,0,0,4,8,10,16,2,32,0
26,4,0,0,0,3,3.333333,2,1,0,0,0,17,18,52.529325,73.574331,4,294.297325,0
31,1,0,1,0,1,1,1,1,0,0,0,10,14,31.261125,46.506993,3.5,162.774477,0
46,3,5,0,0,6,2.5,5,4,0,0,0,22,60,185.260466,267.565897,15,4013.488457,0
28,3,0,0,0,3,1,2,2,0,0,0,16,18,48.180809,72,3.5,252,0
31,4,0,0,0,5,1.8,2,2,0,0,0,11,16,35.60964,55.350906,3.333333,184.503015,0
45,14,0,0,0,5,3.6,2,2,0,0,0,10,22,49.663388,73.082418,5.5,401.953299,0
23,3,0,0,0,3,1.666667,1,1,0,0,0,10,12,27.119415,39.863137,3,119.589411,0
36,2,0,0,0,4,1.5,3,1,0,0,0,15,20,52.870765,78.137812,4.375,341.852927,0
37,9,0,0,0,5,2,2,2,0,0,0,15,30,78.254843,117.206718,6.5625,769.169086,0
21,3,0,0,0,3,2.333333,0,1,0,0,0,12,16,39.509775,57.3594,4,229.4376,0
35,3,1,0,0,7,3.714286,3,3,0,0,0,15,36,94.710134,140.648061,7.875,1107.603484,0
24,4,4,0,0,4,5.75,1,2,0,0,0,8,14,27.651484,42,3.5,147,0
28,7,0,0,0,2,3,1,0,0,0,0,16,22,62.053748,88,5.5,484,0
32,7,0,0,0,3,1.666667,3,0,0,1,0,22,64,198.053748,285.403624,16,4566.457977,0
33,4,0,0,0,6,1,2,2,0,0,0,16,32,83.651484,128,6.222222,796.444458,0
31,5,0,0,0,4,1,2,2,0,0,0,15,28,68.812744,109.392937,4.666667,510.500354,0
25,1,0,0,0,4,3,2,1,0,0,0,11,22,49.663388,76.107496,4.583333,348.826034,0
20,0,0,0,0,3,2.333333,1,1,0,0,0,10,10,23.219281,33.219281,2.5,83.048202,0
27,2,0,0,0,5,3.6,4,1,0,1,0,20,44,131.326777,190.164836,11,2091.813198,0
55,11,2,1,0,8,3.625,1,2,0,0,0,17,26,72.105716,106.274034,5.777778,614.02774,0
26,3,0,0,0,4,2.5,2,2,0,0,0,11,16,35.60964,55.350906,3.333333,184.503015,0
26,7,0,0,0,0,0,3,0,0,1,0,16,28,77.302969,112,7,784,0
34,4,0,0,0,7,1,1,3,0,0,0,18,36,99.05865,150.1173,7.2,1080.844532,0
31,1,0,0,0,4,4.75,2,2,0,0,0,16,28,72.954453,112,5.444445,609.777802,0
28,5,0,0,0,4,3.5,2,2,0,0,0,14,32,79.509775,121.835358,6,731.012145,0
30,4,0,0,0,4,2.25,2,1,0,0,0,14,18,48.180809,68.532389,4.5,308.395749,0
26,5,0,0,0,4,2.5,2,1,0,0,0,14,22,57.705232,83.761808,5.5,460.689946,0
25,1,0,0,0,4,1.75,1,2,0,0,0,9,62,161.580086,196.53535,12.4,2437.038266,0
32,5,0,0,0,5,1.6,1,2,0,0,0,11,16,35.60964,55.350906,3.333333,184.503015,0
