40,6,1,0,0,7,3.571429,2,3,0,0,0,3,-8
35,3,0,0,0,6,2.333333,4,0,0,1,0,5,-8
25,3,0,0,0,6,2,2,2,0,0,0,4,-8
70,17,1,0,0,15,5.333333,2,4,0,0,0,3,116
49,16,1,0,0,9,5.777778,2,0,0,0,0,1,116
58,17,1,0,0,11,5.090909,1,2,0,0,0,2,116
45,7,0,0,0,7,2.428571,5,2,0,0,0,4,22
42,8,0,0,0,7,3.571429,2,3,0,0,0,2.5,22
40,8,0,0,0,10,2.4,2,1,0,0,0,2,22
53,10,0,0,0,13,4,6,4,0,0,0,10,22
80,22,1,0,0,24,3.75,2,4,0,0,0,3,-4
53,17,1,0,0,10,4.9,1,0,0,0,0,0.5,-4
55,12,1,0,0,11,5.363636,1,2,0,0,0,2,-4
39,10,0,1,0,8,6.375,0,0,0,0,0,0,43
35,2,0,0,0,8,4,2,3,0,0,0,2.5,43
49,13,1,0,0,10,4.5,1,0,0,1,0,0.5,43
42,8,1,0,0,9,4,0,3,0,0,0,1.5,43
61,12,1,0,0,11,5.090909,1,1,0,1,0,1,43
29,4,1,0,0,8,3,2,1,0,0,0,1.5,-15
18,4,1,0,0,3,1.333333,0,0,0,0,0,0,-15
28,5,0,0,0,5,2,3,0,0,1,0,4,-15
28,3,0,0,0,7,1.428571,2,3,0,0,0,5,-15
55,3,1,0,0,8,2.75,4,0,0,1,0,2.333333,21
62,21,0,0,0,15,3.466667,2,4,0,0,0,3,93
35,8,0,0,0,7,3.285714,1,2,0,0,0,1.5,93
51,13,0,0,0,13,4.230769,2,6,0,0,0,4,93
51,16,0,0,0,8,4.125,2,3,0,1,0,2.5,93
53,17,0,0,0,13,3.153846,1,2,0,0,0,1.5,93
40,13,0,0,0,8,2.75,0,3,0,0,0,1.5,93
77,21,1,0,0,23,4.521739,2,4,0,0,0,3,5
57,13,1,0,0,11,6.272727,2,3,0,0,0,2.5,5
64,16,1,0,0,14,6.928571,0,3,0,0,0,1.5,5
78,12,1,0,0,11,6.636364,3,0,0,0,0,2,5
52,16,1,0,0,9,5.444445,1,0,0,1,0,0.5,5
50,10,1,0,0,11,4.909091,2,2,0,0,0,2,5
61,15,0,0,0,11,9.363636,2,1,0,0,0,1.5,147
62,14,0,0,0,15,6.8,0,3,0,0,0,1.5,147
