70,13,1,0,0,12,6.166667,3,3,0,0,0,0
48,13,1,0,0,8,5.375,2,0,0,0,0,0
70,11,0,0,0,11,4,2,2,0,0,0,0
80,25,1,0,0,24,5.125,2,4,0,0,0,0
30,3,0,0,0,5,2.8,2,0,0,1,0,0
83,21,1,0,0,24,4.291667,2,6,0,0,0,0
55,12,1,0,0,11,5.363636,1,2,0,0,0,0
33,1,0,0,0,7,1.571429,2,2,0,1,0,0
48,15,1,0,0,10,4.5,2,0,0,0,0,0
73,10,5,1,0,11,4,5,4,0,0,0,0
44,14,1,0,0,8,5.5,0,1,0,0,0,0
59,13,1,0,0,13,4.538462,2,3,0,0,0,0
52,13,1,0,0,11,5,1,2,0,0,0,0
41,2,0,0,0,9,1.777778,3,1,0,0,0,0
39,8,1,0,0,8,4.125,0,2,0,0,0,0
53,8,2,0,0,12,4.333333,3,4,0,0,0,0
53,17,1,0,0,10,4.9,1,0,0,0,0,0
54,12,1,0,0,12,5,2,3,0,0,0,0
61,10,0,0,0,9,6.111111,2,2,0,0,0,0
74,22,1,0,0,22,4.181818,2,4,0,0,0,0
69,14,1,0,0,12,6,3,3,0,0,0,0
44,10,1,0,0,9,4,2,2,0,0,0,0
51,10,1,0,0,10,5.3,1,2,0,0,0,0
62,13,2,0,0,12,5.833333,2,2,0,1,0,0
50,13,1,0,0,10,4.5,1,0,0,1,0,0
52,13,1,0,0,11,5.363636,2,2,0,0,0,0
57,14,1,0,0,12,5,2,3,0,0,0,0
37,5,0,3,0,13,5.076923,2,2,0,0,0,0
51,14,2,0,0,10,3.9,2,1,0,0,0,0
76,19,3,0,0,18,4.388889,2,4,0,1,0,0
80,22,1,0,0,24,3.75,2,4,0,0,0,0
16,1,0,0,0,6,2,0,0,0,1,0,0
67,13,1,0,0,11,6,3,3,0,0,0,0
43,5,0,0,0,13,3.461538,2,2,0,0,0,0
56,9,1,0,0,13,5.307692,2,4,0,0,0,0
69,15,1,0,0,15,5.933333,2,4,0,0,0,0
42,10,1,0,0,8,4.125,0,2,0,0,0,0
69,15,2,0,0,13,6,1,3,0,0,0,0
54,14,1,0,0,9,4.888889,2,1,0,0,0,0
50,15,1,0,0,10,4.5,2,0,0,0,0,0
37,2,0,0,0,6,3.166667,2,3,0,0,0,0
29,3,0,0,0,6,1.5,1,2,0,0,0,0
72,21,1,0,0,22,4.136364,2,4,0,0,0,0
25,4,0,0,0,5,2.8,2,1,0,0,0,0
56,14,2,0,0,12,4.333333,0,3,0,0,0,0
54,14,1,0,0,9,4.888889,2,0,0,1,0,0
89,17,3,1,0,15,6.533333,5,3,0,0,0,0
54,12,1,0,0,12,4.666667,2,3,0,0,0,1
73,10,2,0,0,11,6,3,1,0,0,0,1
78,19,1,0,0,14,4.928571,2,3,0,0,0,1
61,15,0,0,0,11,9.363636,2,1,0,0,0,1
42,11,0,1,0,9,5.777778,1,0,0,0,0,1
77,21,1,0,0,23,4.521739,2,4,0,0,0,1
57,14,1,0,0,12,5.583333,1,2,0,0,0,1
49,13,1,0,0,10,4.5,1,0,0,1,0,1
52,11,1,0,0,12,5,2,3,0,0,0,1
47,10,1,0,0,9,4.444444,2,1,0,0,0,1
53,12,1,0,0,11,5.363636,1,2,0,0,0,1
71,19,1,0,0,20,3.9,1,5,0,0,0,1
68,14,0,0,0,17,5.588235,0,4,0,0,2,1
59,13,1,0,0,13,7.076923,1,1,0,0,0,1
22,1,0,0,0,7,1.714286,1,1,0,0,0,1
56,15,3,0,0,10,5.3,2,0,0,1,0,1
49,12,1,0,0,10,5.6,1,2,0,0,0,1
79,17,1,0,0,8,5.375,3,0,0,0,0,1
77,14,1,0,0,15,5.8,2,4,0,0,0,1
55,13,1,0,0,11,4.818182,2,0,0,1,0,1
77,15,1,0,0,12,6.25,3,3,0,0,1,1
29,1,0,0,0,8,1.5,1,2,0,0,0,1
53,10,1,0,0,13,6.692308,2,3,0,0,0,1
35,5,0,0,0,9,3.777778,3,1,0,0,0,1
59,12,0,0,0,16,3.9375,1,3,0,0,0,1
26,1,0,0,0,6,4.166667,1,1,0,0,0,1
58,13,1,0,0,13,5.846154,2,1,0,0,0,1
58,12,2,0,0,13,5.538462,0,2,0,0,0,1
58,17,1,0,0,11,5.090909,1,2,0,0,0,1
80,23,1,0,0,22,3.818182,2,4,0,0,0,1
27,1,0,0,0,6,4,2,1,0,0,0,1
37,9,1,0,0,7,4.571429,0,1,0,0,7,1
29,2,0,0,0,8,2.5,2,1,0,0,0,1
65,12,1,0,0,13,4.076923,2,3,0,0,0,1
64,16,1,0,0,14,6.928571,0,3,0,0,0,1
59,14,1,0,0,13,5.846154,2,3,0,0,0,1
62,14,0,0,0,15,6.8,0,3,0,0,0,1
53,12,2,0,0,13,5.384615,0,3,0,0,0,1
73,24,1,0,0,18,3.944444,1,5,0,0,0,1
67,15,0,0,0,12,9.583333,2,2,0,0,0,1
61,13,0,0,0,10,7,2,2,0,0,0,1
48,14,1,0,0,8,5.375,1,0,0,1,0,1
80,22,3,0,0,24,5.541667,2,4,0,0,0,1
57,15,1,0,0,12,4.5,1,1,0,0,0,1
58,18,0,1,0,11,6.181818,3,3,0,0,0,1
33,7,0,0,0,8,3,1,2,0,0,0,1
72,16,1,0,0,8,5.375,5,0,0,2,0,1
